ENSG00000000003	0	,	0	,	0	0
ENSG00000006125	0	,	9	,0.0008,0.0008,0.0113,0.0015,0.0053,0.0015,0.0008,0.4644,0.0446,	0	3
ENSG00000006128	1	,0.0008,	2	,0.0015,0.0015,	1	0
ENSG00000006194	16	,0.0008,0.0023,0.0008,0.0008,0.0008,0.0015,0.0008,0.0098,0.0015,0.4622,0.0477,0.0008,0.0083,0.003,0.0008,0.0008,	7	,0.0008,0.0008,0.0008,0.0008,0.003,0.0008,0.0068,	3	2
ENSG00000006210	16	,0.0015,0.0008,0.0008,0.0015,0.0318,0.0008,0.0008,0.0008,0.0008,0.0106,0.0008,0.0045,0.0015,0.0008,0.0008,0.9985,	10	,0.0061,0.0008,0.0008,0.0008,0.0008,0.0197,0.0038,0.0008,0.0008,0.848,	2	3
ENSG00000006282	24	,0.003,0.0008,0.0008,0.0015,0.6831,0.0008,0.0008,0.0008,0.0136,0.0008,0.003,0.0802,0.2458,0.0008,0.0008,0.0008,0.0174,0.003,0.0008,0.0015,0.0008,0.0129,0.0015,0.0008,	10	,0.0023,0.0008,0.0068,0.0015,0.32,0.0008,0.0129,0.0008,0.0098,0.0015,	2	4
ENSG00000006283	26	,0.0008,0.0008,0.0008,0.0189,0.0461,0.0015,0.0008,0.0008,0.003,0.003,0.003,0.0008,0.0008,0.0008,0.0015,0.0015,0.0136,0.0008,0.0008,0.0008,0.0008,0.0008,0.1346,0.0008,0.0061,0.0008,	49	,0.0008,0.0008,0.0023,0.0038,0.0023,0.0015,0.0287,0.0008,0.0008,0.0129,0.0061,0.0794,0.143,0.0008,0.003,0.0008,0.003,0.0197,0.0015,0.0023,0.0008,0.0053,0.0015,0.0008,0.0008,0.0008,0.0106,0.0008,0.0121,0.0015,0.0008,0.0023,0.062,0.0015,0.003,0.0008,0.0008,0.0008,0.0008,0.0008,0.0076,0.0333,0.1884,0.0045,0.4607,0.0976,0.3858,0.0008,0.0182,	7	9
ENSG00000006327	3	,0.0008,0.0008,0.0545,	0	,	1	0
ENSG00000006377	5	,0.003,0.0015,0.0008,0.0008,0.0008,	5	,0.0098,0.0015,0.0015,0.0098,0.0008,	1	1
ENSG00000006432	24	,0.0008,0.0008,0.0015,0.0015,0.003,0.0008,0.003,0.0371,0.0008,0.0015,0.0015,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0038,0.0129,	15	,0.025,0.0023,0.0008,0.2163,0.0008,0.0008,0.0008,0.0408,0.1573,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	3	5
ENSG00000006451	0	,	1	,0.0015,	0	0
ENSG00000006453	15	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0144,0.0008,0.0008,0.0083,0.0008,0.0008,0.0008,0.0045,0.0053,	15	,0.1392,0.0008,0.0144,0.0008,0.0008,0.3253,0.0008,0.003,0.0008,0.0008,0.0961,0.0008,0.0008,0.0008,0.0008,	0	6
ENSG00000006459	5	,0.0008,0.0091,0.0113,0.0008,0.0045,	10	,0.0174,0.0008,0.0008,0.416,0.0015,0.0008,0.0008,0.0008,0.0023,0.0015,	1	0
ENSG00000006468	6	,0.0015,0.0008,0.0008,0.0008,0.0008,0.82,	8	,0.003,0.003,0.0008,0.0015,0.0008,0.0091,0.0015,0.0008,	0	1
ENSG00000006555	19	,0.0159,0.1384,0.0008,0.0272,0.0151,0.0061,0.0008,0.0015,0.9992,0.0023,0.0098,0.0008,0.0038,0.0008,0.0257,0.0098,0.0008,0.0015,0.0265,	13	,0.0008,0.0008,0.0008,0.003,0.0008,0.0008,0.0008,0.0151,0.0015,0.0023,0.0008,0.0227,0.0008,	0	5
ENSG00000006576	6	,0.0008,0.0091,0.0045,0.0015,0.0008,0.0008,	6	,0.2194,0.0008,0.0023,0.0098,0.0287,0.0008,	3	3
ENSG00000006607	41	,0.0023,0.003,0.0023,0.0008,0.0008,0.0008,0.0008,0.146,0.0008,0.0008,0.1082,0.0008,0.003,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0938,0.0008,0.0015,0.0008,0.0008,0.0015,0.0643,0.0015,0.0008,0.0038,0.0008,0.0045,0.0015,0.0008,0.0076,0.0008,0.0174,0.0045,0.0008,0.0015,0.0008,0.0008,	17	,0.0877,0.0008,0.0038,0.0008,0.0008,0.0008,0.0015,0.0053,0.1225,0.0008,0.0008,0.0061,0.2148,0.0166,0.003,0.0008,0.0008,	11	2
ENSG00000006611	27	,0.0008,0.0008,0.0174,0.4168,0.0008,0.0492,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0401,0.0008,0.0008,0.0008,0.0015,0.0227,0.0008,0.0008,0.0008,0.0454,0.0015,0.0008,0.0227,0.0008,	23	,0.0008,0.0265,0.0015,0.0015,0.0234,0.0015,0.0008,0.0522,0.0076,0.0008,0.0061,0.0008,0.0008,0.0008,0.3018,0.0008,0.8956,0.0008,0.0008,0.0008,0.0008,0.0794,0.0015,	8	8
ENSG00000006625	2	,0.0008,0.0068,	0	,	0	0
ENSG00000006634	12	,0.0008,0.003,0.0008,0.003,0.0008,0.0008,0.003,0.0015,0.0008,0.0008,0.1021,0.0008,	5	,0.034,0.0045,0.0061,0.0008,0.0008,	1	0
ENSG00000006638	14	,0.143,0.1475,0.0008,0.0008,0.2057,0.0008,0.0401,0.0008,0.0015,0.0015,0.0499,0.0008,0.0008,0.0061,	9	,0.2534,0.0061,0.031,0.0068,0.0008,0.003,0.0038,0.0318,0.1452,	3	5
ENSG00000006652	4	,0.0008,0.0053,0.0008,0.0008,	7	,0.0174,0.0008,0.3283,0.3623,0.0015,0.0144,0.0287,	2	2
ENSG00000006659	14	,0.0008,0.0356,0.9992,0.0234,0.0726,0.0008,0.0008,0.1952,0.0015,0.0008,0.0015,0.0106,0.2065,0.0008,	0	,	1	2
ENSG00000006695	12	,0.0862,0.0061,0.0008,0.0008,0.0862,0.0023,0.4433,0.0008,0.0242,0.0008,0.0023,0.0023,	11	,0.0045,0.0008,0.4947,0.0008,0.4365,0.0015,0.0008,0.084,0.0008,0.0008,0.0023,	0	3
ENSG00000006712	4	,0.0008,0.0045,0.0023,0.0008,	6	,0.0008,0.0023,0.0008,0.1392,0.0008,0.0008,	1	0
ENSG00000006715	14	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0053,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	13	,0.0008,0.0363,0.0008,0.0008,0.2549,0.0015,0.0008,0.6467,0.003,0.0333,0.0008,0.0008,0.003,	0	2
ENSG00000006740	4	,0.0008,0.0008,0.0008,0.0008,	11	,0.0968,0.0144,0.0008,0.0325,0.0015,0.0008,0.0613,0.0045,0.0991,0.0083,0.0068,	1	2
ENSG00000006744	14	,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.003,0.233,0.0008,0.0008,0.0008,0.0008,0.0008,	10	,0.0953,0.0008,0.0053,0.0008,0.7943,0.0265,0.0008,0.0499,0.0015,0.0008,	5	2
ENSG00000006747	28	,0.4319,0.0008,0.0106,0.0038,0.0371,0.0008,0.0015,0.0023,0.0008,0.0008,0.0008,0.0015,0.0008,0.0628,0.0272,0.0416,0.0061,0.0008,0.0257,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.031,0.0008,0.0008,	13	,0.0045,0.0038,0.0015,0.1778,0.0008,0.0015,0.0015,0.0151,0.0015,0.0015,0.9992,0.0038,0.0008,	1	6
ENSG00000006756	0	,	0	,	0	0
ENSG00000006757	0	,	0	,	0	0
ENSG00000006788	41	,0.0008,0.0008,0.8525,0.0008,0.0008,0.0008,0.0015,0.003,0.0015,0.0015,0.0008,0.0008,0.0015,0.0008,0.0015,0.0318,0.0008,0.0492,0.0015,0.0008,0.0008,0.0008,0.0008,0.1694,0.6392,0.0023,0.0008,0.0008,0.0015,0.0015,0.0008,0.0008,0.0038,0.0182,0.0008,0.0008,0.0008,0.0008,0.0091,0.0008,0.0113,	27	,0.0008,0.0008,0.0015,0.0008,0.3359,0.0015,0.0045,0.0363,0.003,0.0008,0.8321,0.0749,0.0023,0.0008,0.003,0.003,0.1974,0.0038,0.2292,0.6188,0.0189,0.0008,0.0008,0.0008,0.9939,0.003,0.0151,	3	8
ENSG00000006831	2	,0.0477,0.0008,	7	,0.0008,0.0008,0.208,0.1952,0.0023,0.5416,0.0219,	0	4
ENSG00000006837	8	,0.0008,0.0045,0.0015,0.0008,0.003,0.0129,0.0008,0.0008,	1	,0.0356,	2	0
ENSG00000007001	11	,0.0008,0.0008,0.6324,0.0166,0.0008,0.0015,0.003,0.0008,0.0008,0.0008,0.0008,	5	,0.0008,0.0053,0.003,0.0605,0.0098,	3	2
ENSG00000007038	14	,0.0106,0.0015,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0219,	5	,0.5696,0.0008,0.0053,0.0008,0.6952,	0	1
ENSG00000007047	7	,0.0008,0.0008,0.0015,0.0023,0.0008,0.0008,0.0008,	8	,0.003,0.0136,0.0522,0.0008,0.003,0.0045,0.0008,0.0008,	1	6
ENSG00000007062	26	,0.0008,0.0008,0.0008,0.0015,0.0008,0.9758,0.0008,0.0008,0.0023,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0015,0.0015,0.0008,	17	,0.0091,0.0098,0.0053,0.0008,0.0008,0.0008,0.0015,0.0008,0.0015,0.0008,0.0265,0.0023,0.0015,0.0015,0.0749,0.2632,0.1581,	4	1
ENSG00000007080	7	,0.0015,0.0008,0.0741,0.0008,0.0015,0.0008,0.0008,	4	,0.3752,0.0015,0.0008,0.0454,	0	1
ENSG00000007168	1	,0.0008,	4	,0.0182,0.0545,0.0121,0.0008,	1	2
ENSG00000007171	14	,0.0045,0.0023,0.0008,0.0076,0.0008,0.1271,0.0008,0.0053,0.0008,0.0023,0.2292,0.0008,0.0023,0.0015,	10	,0.1929,0.0023,0.0008,0.0008,0.1815,0.003,0.0151,0.0008,0.0008,0.2413,	0	6
ENSG00000007174	109	,0.0008,0.0023,0.0068,0.0598,0.0091,0.0008,0.0083,0.0129,0.0159,0.0015,0.0015,0.0008,0.0008,0.0038,0.0008,0.0008,0.0076,0.0348000000000001,0.0015,0.0008,0.0015,0.0008,0.0068,0.0053,0.0015,0.0068,0.0008,0.0008,0.1899,0.0038,0.0015,0.0008,0.1044,0.0008,0.0008,0.0008,0.0091,0.0408,0.053,0.0015,0.0129,0.0008,0.0015,0.0023,0.0008,0.0008,0.0015,0.0008,0.0015,0.0008,0.0008,0.0098,0.0257,0.0008,0.0023,0.0008,0.0363,0.0023,0.1543,0.0129,0.0008,0.0023,0.2905,0.0015,0.0008,0.0061,0.0008,0.0008,0.0008,0.0008,0.003,0.0008,0.0008,0.0008,0.1967,0.0008,0.1967,0.0008,0.0008,0.0023,0.025,0.0008,0.0008,0.0008,0.0113,0.0008,0.0015,0.0008,0.0061,0.0121,0.0008,0.0015,0.0038,0.0855,0.0098,0.0144,0.0008,0.0045,0.0008,0.0363,0.0008,0.0008,0.0008,0.0076,0.0008,0.1021,0.0015,0.0045,0.0688,	72	,0.0567,0.0015,0.0348,0.0598,0.1664,0.0053,0.0008,0.0023,0.0726,0.2239,0.0091,0.9607,0.0045,0.0015,0.0431,0.0008,0.0008,0.0008,0.0008,0.0038,0.0121,0.0008,0.0008,0.0008,0.0408,0.0424,0.0008,0.0015,0.0144,0.1044,0.0068,0.0008,0.0522,0.0015,0.0008,0.093,0.0008,0.0212,0.1861,0.0015,0.0053,0.0023,0.0008,0.0008,0.5605,0.0008,0.0008,0.0877,0.0015,0.0015,0.025,0.0008,0.0008,0.0038,0.0008,0.0023,0.0008,0.0008,0.0008,0.0008,0.0008,0.0303,0.1256,0.0893,0.0023,0.0008,0.0008,0.9213,0.0779,0.0015,0.0008,0.0008,	21	18
ENSG00000007202	31	,0.0008,0.0008,0.1278,0.0015,0.0008,0.0008,0.0053,0.0015,0.0053,0.0023,0.0098,0.059,0.0023,0.0008,0.0008,0.0008,0.0023,0.0008,0.0068,0.0008,0.0015,0.0008,0.0023,0.003,0.0008,0.0204,0.0008,0.0023,0.0008,0.0008,0.0008,	25	,0.0113,0.0008,0.0023,0.0015,0.0008,0.0015,0.0083,0.0008,0.0015,0.0582,0.0008,0.0076,0.0204,0.0008,0.0008,0.0008,0.003,0.0015,0.0008,0.0008,0.0023,0.0008,0.0023,0.0008,0.0008,	5	4
ENSG00000007237	4	,0.0008,0.0023,0.0015,0.0076,	9	,0.0015,0.9024,0.0008,0.0023,0.0008,0.0008,0.0113,0.0008,0.0416,	0	2
ENSG00000007255	13	,0.0015,0.0015,0.0015,0.9781,0.0008,0.0008,0.0023,0.0144,0.003,0.0008,0.0023,0.003,0.0053,	2	,0.0023,0.0008,	0	0
ENSG00000007264	7	,0.0008,0.0038,0.0008,0.0008,0.0008,0.0008,0.0847,	12	,0.0008,0.0008,0.0008,0.0008,0.003,0.0023,0.0015,0.0015,0.0023,0.0015,0.0076,0.0008,	1	4
ENSG00000007306	7	,0.0106,0.0499,0.8707,0.0061,0.1611,0.0537,0.0015,	6	,0.0008,0.0008,0.0023,0.0015,0.0008,0.0068,	1	1
ENSG00000007312	4	,0.0008,0.0008,0.0015,0.0015,	4	,0.0008,0.0008,0.3026,0.0318,	0	3
ENSG00000007314	47	,0.0008,0.0015,0.0008,0.0015,0.0008,0.0008,0.0015,0.0008,0.0008,0.0023,0.0045,0.0023,0.0008,0.2163,0.0008,0.0008,0.0008,0.0008,0.0076,0.0197,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0023,0.0998,0.0023,0.0008,0.0008,0.0008,0.0008,0.0008,0.0189,0.0008,0.0053,0.0212,0.0023,0.003,0.0008,0.0015,0.0008,0.0159,0.0008,0.0212,0.0008,	38	,0.0234,0.3306,0.0008,0.497,0.0008,0.0008,0.0023,0.0113,0.0681,0.3782,0.0008,0.0008,0.1452,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,0.0023,0.1483,0.6974,0.0038,0.0008,0.0091,0.0008,0.0008,0.8654,0.0008,0.0045,0.0023,0.2103,0.0008,0.0575,0.0015,0.0023,0.0045,	1	13
ENSG00000007341	14	,0.1263,0.0008,0.093,0.0008,0.0008,0.0008,0.0038,0.0008,0.0008,0.0076,0.0008,0.0076,0.0045,0.0045,	7	,0.0023,0.0008,0.0008,0.0008,0.0144,0.0431,0.0008,	1	1
ENSG00000007350	0	,	0	,	0	0
ENSG00000007372	0	,	7	,0.0008,0.0008,0.0015,0.0008,0.0363,0.0008,0.0023,	0	2
ENSG00000007376	11	,0.0045,0.0008,0.0015,0.0552,0.0113,0.1641,0.1089,0.0015,0.0015,0.0008,0.0023,	11	,0.0008,0.0008,0.0045,0.0015,0.0378,0.0378,0.0038,0.0008,0.0008,0.0008,0.0008,	0	4
ENSG00000007384	18	,0.0008,0.0008,0.0008,0.003,0.0008,0.0015,0.0015,0.0008,0.0129,0.0008,0.0144,0.0023,0.0008,0.0008,0.0008,0.003,0.0189,0.0038,	16	,0.0076,0.2216,0.0008,0.0348000000000001,0.0023,0.0295,0.2519,0.0023,0.0008,0.0567,0.0015,0.0008,0.0023,0.0106,0.0219,0.0008,	7	10
ENSG00000007392	5	,0.0008,0.0038,0.0113,0.0008,0.0008,	6	,0.0008,0.0008,0.0015,0.0197,0.0015,0.0008,	0	2
ENSG00000007402	18	,0.1286,0.0023,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0076,0.0008,0.003,0.0726,0.0091,0.0008,	9	,0.0204,0.0098,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.3517,	0	4
ENSG00000007516	45	,0.0182,0.0008,0.0008,0.0008,0.0439,0.0015,0.0008,0.0825,0.0008,0.0008,0.0045,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.025,0.0545,0.0023,0.0008,0.0045,0.0045,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0053,0.0008,0.0008,0.0008,0.0015,0.0008,0.0015,0.0522,0.0053,0.0008,	29	,0.0023,0.0908,0.0083,0.2156,0.0008,0.9614,0.969,0.0045,0.0008,0.0008,0.0008,0.0091,0.0045,0.0023,0.0008,0.0045,0.0008,0.0015,0.0098,0.003,0.0023,0.0008,0.0008,0.0008,0.0008,0.0008,0.1868,0.0121,0.0045,	6	10
ENSG00000007520	4	,0.0416,0.0008,0.003,0.0061,	7	,0.0008,0.0008,0.0015,0.031,0.0038,0.0015,0.0008,	1	2
ENSG00000007541	27	,0.0151,0.5129,0.0008,0.0008,0.0015,0.0023,0.0008,0.0008,0.0015,0.0038,0.0008,0.0008,0.0008,0.0053,0.0053,0.0008,0.0015,0.0159,0.0023,0.0008,0.5242,0.0008,0.0015,0.5257,0.4735,0.0015,0.0008,	15	,0.003,0.0189,0.0008,0.0008,0.0008,0.0023,0.5053,0.1165,0.0008,0.0008,0.1369,0.0008,0.0023,0.0008,0.0008,	7	6
ENSG00000007545	17	,0.0023,0.0015,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0144,0.0023,0.0008,0.0008,0.0008,0.1195,0.0008,	15	,0.0908,0.3162,0.0008,0.0008,0.0023,0.0015,0.0008,0.0008,0.0008,0.0053,0.0015,0.9992,0.0174,0.0008,0.0197,	5	3
ENSG00000007866	4	,0.0008,0.0015,0.1498,0.0008,	4	,0.0015,0.0008,0.0008,0.003,	0	0
ENSG00000007908	15	,0.0121,0.0008,0.0053,0.0809,0.0613,0.0121,0.0008,0.0008,0.0008,0.0121,0.0227,0.0257,0.0015,0.0008,0.0053,	11	,0.0809,0.0008,0.0015,0.0008,0.0756,0.0008,0.0257,0.0008,0.0023,0.0257,0.9743,	2	3
ENSG00000007923	8	,0.0008,0.0008,0.0008,0.1982,0.0038,0.0015,0.0008,0.0008,	7	,0.0053,0.0008,0.0008,0.1324,0.0053,0.0015,0.0008,	3	3
ENSG00000007933	19	,0.0008,0.0522,0.4955,0.0008,0.0008,0.0008,0.0023,0.0008,0.025,0.0514,0.0189,0.0068,0.0166,0.0015,0.0008,0.0015,0.0008,0.0045,0.0008,	10	,0.0651,0.0113,0.0008,0.5424,0.0008,0.0076,0.003,0.0151,0.0008,0.0008,	1	3
ENSG00000007944	8	,0.0008,0.0008,0.0008,0.0008,0.0045,0.0008,0.0015,0.0348000000000001,	6	,0.0008,0.0189,0.0008,0.0008,0.003,0.0008,	0	1
ENSG00000007952	0	,	0	,	0	0
ENSG00000007968	7	,0.0008,0.0098,0.0008,0.0113,0.062,0.0015,0.0008,	3	,0.0008,0.0008,0.0023,	1	2
ENSG00000008018	4	,0.0008,0.0008,0.0053,0.2708,	2	,0.0008,0.0008,	0	1
ENSG00000008056	0	,	0	,	0	0
ENSG00000008083	23	,0.0008,0.0015,0.0008,0.0159,0.0015,0.0008,0.0008,0.0008,0.0008,0.0136,0.0008,0.0023,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,	25	,0.0008,0.0598,0.0015,0.0356,0.0008,0.0008,0.056,0.0242,0.0045,0.003,0.0008,0.0015,0.0008,0.003,0.0045,0.0023,0.0008,0.3003,0.0008,0.0008,0.0008,0.0575,0.0008,0.0159,0.0023,	5	7
ENSG00000008086	0	,	0	,	0	0
ENSG00000008118	9	,0.0008,0.7073,0.0008,0.0061,0.9947,0.3064,0.0008,0.0008,0.0008,	5	,0.0008,0.0038,0.1309,0.0008,0.0023,	0	2
ENSG00000008128	0	,	0	,	9	7
ENSG00000008130	18	,0.0038,0.0499,0.0008,0.0008,0.0015,0.0477,0.0008,0.0008,0.0008,0.0923,0.0008,0.0227,0.003,0.0008,0.0008,0.0265,0.0091,0.0008,	16	,0.0045,0.0552,0.0008,0.0008,0.0008,0.0008,0.0098,0.0008,0.0008,0.0159,0.0015,0.0008,0.0053,0.0045,0.0008,0.003,	4	6
ENSG00000008196	3	,0.0008,0.0023,0.0008,	5	,0.0446,0.0008,0.0008,0.0038,0.0008,	0	1
ENSG00000008197	4	,0.0045,0.0008,0.0008,0.0008,	4	,0.0008,0.0008,0.0008,0.0219,	0	2
ENSG00000008226	47	,0.0008,0.4342,0.9463,0.0106,0.0129,0.0121,0.0015,0.025,0.0008,0.0204,0.0008,0.0015,0.0023,0.0008,0.0008,0.0023,0.0008,0.0091,0.0008,0.0008,0.0015,0.0008,0.0008,0.0877,0.0008,0.0008,0.0083,0.0008,0.9667,0.0008,0.0234,0.0008,0.0303,0.0098,0.0008,0.0008,0.0174,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,	29	,0.0008,0.0068,0.0008,0.9289,0.0008,0.0038,0.4145,0.0008,0.0015,0.034,0.0008,0.0008,0.0008,0.0008,0.0008,0.4327,0.0008,0.0825,0.0038,0.0325,0.1694,0.0008,0.003,0.025,0.0809,0.0008,0.0008,0.0008,0.0023,	8	10
ENSG00000008256	3	,0.0008,0.0008,0.0008,	5	,0.0015,0.0620000000000001,0.0008,0.0008,0.0008,	1	0
ENSG00000008277	14	,0.0015,0.0165999999999999,0.0008,0.0008,0.0151,0.0015,0.0015,0.0015,0.1203,0.0008,0.003,0.0008,0.0038,0.0053,	10	,0.0008,0.0023,0.0015,0.0076,0.003,0.0015,0.0136,0.0038,0.0038,0.0015,	3	2
ENSG00000008282	4	,0.0008,0.0053,0.0008,0.003,	3	,0.0348,0.0038,0.0015,	1	2
ENSG00000008283	4	,0.0008,0.0008,0.0008,0.0008,	2	,0.0008,0.031,	5	4
ENSG00000008294	12	,0.7549,0.0008,0.0008,0.0008,0.003,0.0008,0.0008,0.0045,0.0008,0.0091,0.0023,0.0008,	16	,0.0008,0.003,0.0008,0.0008,0.0477,0.0015,0.0008,0.0015,0.0257,0.0053,0.0015,0.0008,0.1551,0.0008,0.0734,0.0053,	0	4
ENSG00000008300	50	,0.0681,0.0038,0.0356,0.0038,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.003,0.0008,0.0008,0.0129,0.0023,0.0008,0.0038,0.0008,0.0008,0.0015,0.0015,0.003,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.0197,0.4924,0.0008,0.0008,0.0023,0.0008,0.0023,0.0015,0.0015,0.0008,0.0008,0.0008,0.0008,0.0023,0.0159,0.1271,0.0008,0.0008,0.0008,0.0318,	48	,0.0008,0.9962,0.0008,0.0008,0.0008,0.0008,0.0008,0.0023,0.0658,0.1687,0.0015,0.031,0.0008,0.0015,0.0008,0.0008,0.0015,0.0008,0.0008,0.0015,0.0008,0.0008,0.0023,0.0008,0.1263,0.0008,0.0182,0.0008,0.0197,0.0008,0.003,0.0303,0.0038,0.0015,0.0083,0.0015,0.0008,0.0015,0.0008,0.0008,0.0008,0.9796,0.0212,0.003,0.0038,0.1271,0.0008,0.0008,	8	10
ENSG00000008311	17	,0.0015,0.0015,0.0212,0.0023,0.0008,0.0008,0.0008,0.0023,0.0008,0.0008,0.0008,0.0008,0.0008,0.0015,0.0008,0.0008,0.0008,	8	,0.0008,0.0008,0.0008,0.0015,0.0431,0.0008,0.0008,0.0015,	2	6
ENSG00000008323	27	,0.0091,0.0008,0.5991,0.0015,0.0023,0.0023,0.0015,0.0015,0.0061,0.0008,0.0129,0.0121,0.0015,0.0008,0.0008,0.0008,0.0023,0.0008,0.0061,0.0015,0.0015,0.0008,0.0015,0.0045,0.0008,0.0008,0.0008,	17	,0.0038,0.0809,0.0008,0.0008,0.0008,0.0008,0.0008,0.0008,0.2375,0.0008,0.0045,0.0045,0.0008,0.0008,0.0144,0.0015,0.0015,	3	6
ENSG00000008324	0	,	1	,0.0015,	0	1
ENSG00000008382	7	,0.003,0.0008,0.0008,0.0038,0.0008,0.0106,0.0008,	6	,0.0477,0.3638,0.0015,0.9985,0.9418,0.00229999999999997,	1	2
ENSG00000008394	2	,0.0008,0.0008,	1	,0.0008,	0	0
ENSG00000008405	3	,0.0008,0.0008,0.0008,	10	,0.003,0.0507,0.0008,0.0008,0.0053,0.0008,0.143,0.0008,0.0008,0.0015,	0	2
ENSG00000008438	5	,0.0023,0.0189,0.0023,0.0008,0.0068,	2	,0.1536,0.0053,	8	1
ENSG00000008441	0	,	1	,0.0008,	0	1
ENSG00000008513	9	,0.0015,0.0008,0.0008,0.0008,0.0598,0.0008,0.0159,0.0219,0.0923,	11	,0.3676,0.0151,0.0008,0.0045,0.0008,0.0008,0.0552,0.0091,0.5893,0.0333,0.0008,	2	1
ENSG00000008516	16	,0.0076,0.0023,0.118,0.0008,0.0008,0.1225,0.0023,0.0008,0.0023,0.0008,0.0023,0.0008,0.0008,0.1929,0.0008,0.0023,	8	,0.0144,0.1997,0.0008,0.0703,0.0015,0.0015,0.0008,0.1248,	1	1
ENSG00000008517	9	,0.0257,0.0189,0.0189,0.0189,0.0008,0.0008,0.0008,0.0008,0.0113,	4	,0.0008,0.0008,0.2307,0.0008,	0	1
